"","ontology"
"GO:0015850","BP"
"GO:0015851","BP"
"GO:0015853","BP"
"GO:0015854","BP"
"GO:0015855","BP"
"GO:0015856","BP"
"GO:0015857","BP"
"GO:0015858","BP"
"GO:0015859","BP"
"GO:0015860","BP"
"GO:0015861","BP"
"GO:0015862","BP"
"GO:0015863","BP"
"GO:0015864","BP"
"GO:0015865","BP"
"GO:0015866","BP"
"GO:0015867","BP"
"GO:0015868","BP"
"GO:0015869","BP"
"GO:0015870","BP"
"GO:0015871","BP"
"GO:0015872","BP"
"GO:0015874","BP"
"GO:0015876","BP"
"GO:0015877","BP"
"GO:0015878","BP"
"GO:0015879","BP"
"GO:0015880","BP"
"GO:0015881","BP"
"GO:0015882","BP"
"GO:0015883","BP"
"GO:0015884","BP"
"GO:0015885","BP"
"GO:0015886","BP"
"GO:0015887","BP"
"GO:0015888","BP"
"GO:0015889","BP"
"GO:0015890","BP"
"GO:0015891","BP"
"GO:0015893","BP"
"GO:0015894","BP"
"GO:0015895","BP"
"GO:0015896","BP"
"GO:0015897","BP"
"GO:0015898","BP"
"GO:0015899","BP"
"GO:0015900","BP"
"GO:0015901","BP"
"GO:0015902","BP"
"GO:0015903","BP"
"GO:0015904","BP"
"GO:0015905","BP"
"GO:0015908","BP"
"GO:0015909","BP"
"GO:0015910","BP"
"GO:0015911","BP"
"GO:0015912","BP"
"GO:0015913","BP"
"GO:0015914","BP"
"GO:0015915","BP"
"GO:0015916","BP"
"GO:0015917","BP"
"GO:0015918","BP"
"GO:0015919","BP"
"GO:0015920","BP"
"GO:0015921","BP"
"GO:0015922","MF"
"GO:0015923","MF"
"GO:0015924","MF"
"GO:0015925","MF"
"GO:0015926","MF"
"GO:0015927","MF"
"GO:0015928","MF"
"GO:0015929","MF"
"GO:0015930","MF"
"GO:0015931","BP"
"GO:0015932","MF"
"GO:0015934","CC"
"GO:0015935","CC"
"GO:0015936","BP"
"GO:0015937","BP"
"GO:0015938","BP"
"GO:0015939","BP"
"GO:0015940","BP"
"GO:0015941","BP"
"GO:0015942","BP"
"GO:0015943","BP"
"GO:0015944","BP"
"GO:0015945","BP"
"GO:0015946","BP"
"GO:0015947","BP"
"GO:0015948","BP"
"GO:0015949","BP"
"GO:0015950","BP"
"GO:0015951","BP"
"GO:0015952","BP"
"GO:0015953","BP"
"GO:0015954","BP"
"GO:0015955","BP"
"GO:0015956","BP"
"GO:0015957","BP"
"GO:0015958","BP"
"GO:0015959","BP"
"GO:0015960","BP"
"GO:0015961","BP"
"GO:0015962","BP"
"GO:0015963","BP"
"GO:0015964","BP"
"GO:0015965","BP"
"GO:0015966","BP"
"GO:0015967","BP"
"GO:0015968","BP"
"GO:0015969","BP"
"GO:0015970","BP"
"GO:0015971","BP"
"GO:0015972","BP"
"GO:0015973","BP"
"GO:0015974","BP"
"GO:0015975","BP"
"GO:0015976","BP"
"GO:0015977","BP"
"GO:0015979","BP"
"GO:0015980","BP"
"GO:0015985","BP"
"GO:0015986","BP"
"GO:0015987","BP"
"GO:0015988","BP"
"GO:0015989","BP"
"GO:0015990","BP"
"GO:0015994","BP"
"GO:0015995","BP"
"GO:0015996","BP"
"GO:0016002","MF"
"GO:0016004","MF"
"GO:0016005","MF"
"GO:0016006","CC"
"GO:0016007","CC"
"GO:0016008","CC"
"GO:0016009","CC"
"GO:0016010","CC"
"GO:0016011","CC"
"GO:0016012","CC"
"GO:0016013","CC"
"GO:0016014","CC"
"GO:0016015","MF"
"GO:0016018","MF"
"GO:0016019","MF"
"GO:0016020","CC"
"GO:0016021","CC"
"GO:0016024","BP"
"GO:0016027","CC"
"GO:0016028","CC"
"GO:0016029","CC"
"GO:0016031","BP"
"GO:0016032","BP"
"GO:0016034","MF"
"GO:0016035","CC"
"GO:0016036","BP"
"GO:0016037","BP"
"GO:0016038","BP"
"GO:0016039","BP"
"GO:0016040","MF"
"GO:0016041","MF"
"GO:0016042","BP"
"GO:0016043","BP"
"GO:0016045","BP"
"GO:0016046","BP"
"GO:0016048","BP"
"GO:0016049","BP"
"GO:0016050","BP"
"GO:0016051","BP"
"GO:0016052","BP"
"GO:0016053","BP"
"GO:0016054","BP"
"GO:0016055","BP"
"GO:0016056","BP"
"GO:0016057","BP"
"GO:0016058","BP"
"GO:0016059","BP"
"GO:0016060","BP"
"GO:0016061","BP"
"GO:0016062","BP"
"GO:0016063","BP"
"GO:0016064","BP"
"GO:0016068","BP"
"GO:0016070","BP"
"GO:0016071","BP"
"GO:0016072","BP"
"GO:0016073","BP"
"GO:0016074","BP"
"GO:0016075","BP"
"GO:0016076","BP"
"GO:0016077","BP"
"GO:0016078","BP"
"GO:0016079","BP"
"GO:0016080","BP"
"GO:0016081","BP"
"GO:0016082","BP"
"GO:0016084","MF"
"GO:0016085","MF"
"GO:0016087","MF"
"GO:0016090","BP"
"GO:0016091","BP"
"GO:0016092","BP"
"GO:0016093","BP"
"GO:0016094","BP"
"GO:0016095","BP"
"GO:0016098","BP"
"GO:0016099","BP"
"GO:0016100","BP"
"GO:0016101","BP"
"GO:0016102","BP"
"GO:0016103","BP"
"GO:0016104","BP"
"GO:0016105","BP"
"GO:0016106","BP"
"GO:0016107","BP"
"GO:0016108","BP"
"GO:0016109","BP"
"GO:0016110","BP"
"GO:0016111","BP"
"GO:0016112","BP"
"GO:0016113","BP"
"GO:0016114","BP"
"GO:0016115","BP"
"GO:0016116","BP"
"GO:0016117","BP"
"GO:0016118","BP"
"GO:0016119","BP"
"GO:0016120","BP"
"GO:0016121","BP"
"GO:0016122","BP"
"GO:0016123","BP"
"GO:0016124","BP"
"GO:0016125","BP"
"GO:0016126","BP"
"GO:0016127","BP"
"GO:0016128","BP"
"GO:0016129","BP"
"GO:0016130","BP"
"GO:0016131","BP"
"GO:0016132","BP"
"GO:0016133","BP"
"GO:0016134","BP"
"GO:0016135","BP"
"GO:0016136","BP"
"GO:0016137","BP"
"GO:0016138","BP"
"GO:0016139","BP"
"GO:0016143","BP"
"GO:0016144","BP"
"GO:0016145","BP"
"GO:0016149","MF"
"GO:0016150","MF"
"GO:0016151","MF"
"GO:0016152","MF"
"GO:0016153","MF"
"GO:0016154","MF"
"GO:0016155","MF"
"GO:0016156","MF"
"GO:0016157","MF"
"GO:0016158","MF"
"GO:0016159","MF"
"GO:0016160","MF"
"GO:0016161","MF"
"GO:0016162","MF"
"GO:0016163","MF"
"GO:0016165","MF"
"GO:0016166","MF"
"GO:0016167","MF"
"GO:0016168","MF"
"GO:0016169","MF"
"GO:0016170","MF"
"GO:0016174","MF"
"GO:0016175","MF"
"GO:0016176","MF"
"GO:0016180","BP"
"GO:0016182","BP"
"GO:0016183","BP"
"GO:0016185","BP"
"GO:0016188","BP"
"GO:0016189","BP"
"GO:0016191","BP"
"GO:0016192","BP"
"GO:0016197","BP"
"GO:0016198","BP"
"GO:0016199","BP"
"GO:0016200","BP"
"GO:0016201","BP"
"GO:0016202","BP"
"GO:0016203","BP"
"GO:0016204","BP"
"GO:0016205","MF"
"GO:0016206","MF"
"GO:0016207","MF"
"GO:0016208","MF"
"GO:0016209","MF"
"GO:0016210","MF"
"GO:0016211","MF"
"GO:0016212","MF"
"GO:0016213","MF"
"GO:0016215","MF"
"GO:0016216","MF"
"GO:0016217","MF"
"GO:0016222","CC"
"GO:0016223","MF"
"GO:0016226","BP"
"GO:0016229","MF"
"GO:0016230","MF"
"GO:0016231","MF"
"GO:0016232","MF"
"GO:0016233","BP"
"GO:0016234","CC"
"GO:0016235","CC"
"GO:0016236","BP"
"GO:0016237","BP"
"GO:0016239","BP"
"GO:0016240","BP"
"GO:0016241","BP"
"GO:0016242","BP"
"GO:0016243","BP"
"GO:0016246","BP"
"GO:0016247","MF"
"GO:0016248","MF"
"GO:0016250","MF"
"GO:0016251","MF"
"GO:0016254","BP"
"GO:0016255","BP"
"GO:0016256","BP"
"GO:0016257","BP"
"GO:0016258","BP"
"GO:0016259","BP"
"GO:0016260","BP"
"GO:0016261","BP"
"GO:0016262","MF"
"GO:0016263","MF"
"GO:0016264","BP"
"GO:0016266","BP"
"GO:0016267","BP"
"GO:0016268","BP"
"GO:0016269","BP"
"GO:0016270","BP"
"GO:0016272","CC"
"GO:0016273","MF"
"GO:0016274","MF"
"GO:0016275","MF"
"GO:0016277","MF"
"GO:0016278","MF"
"GO:0016279","MF"
"GO:0016281","CC"
"GO:0016282","CC"
"GO:0016286","MF"
"GO:0016287","MF"
"GO:0016289","MF"
"GO:0016290","MF"
"GO:0016295","MF"
"GO:0016296","MF"
"GO:0016297","MF"
"GO:0016298","MF"
"GO:0016300","MF"
"GO:0016301","MF"
"GO:0016303","MF"
"GO:0016307","MF"
"GO:0016308","MF"
"GO:0016309","MF"
"GO:0016310","BP"
"GO:0016311","BP"
"GO:0016312","MF"
"GO:0016314","MF"
"GO:0016316","MF"
"GO:0016318","BP"
"GO:0016319","BP"
"GO:0016320","BP"
"GO:0016321","BP"
"GO:0016322","BP"
"GO:0016323","CC"
"GO:0016324","CC"
"GO:0016325","BP"
"GO:0016327","CC"
"GO:0016328","CC"
"GO:0016330","BP"
"GO:0016331","BP"
"GO:0016332","BP"
"GO:0016333","BP"
"GO:0016334","BP"
"GO:0016335","BP"
"GO:0016336","BP"
"GO:0016338","BP"
"GO:0016339","BP"
"GO:0016340","BP"
"GO:0016342","CC"
"GO:0016344","BP"
"GO:0016345","BP"
"GO:0016346","BP"
"GO:0016348","BP"
"GO:0016358","BP"
"GO:0016360","BP"
"GO:0016361","MF"
"GO:0016362","MF"
"GO:0016363","CC"
"GO:0016401","MF"
"GO:0016402","MF"
"GO:0016403","MF"
"GO:0016404","MF"
"GO:0016405","MF"
"GO:0016406","MF"
"GO:0016407","MF"
"GO:0016408","MF"
"GO:0016409","MF"
"GO:0016410","MF"
"GO:0016411","MF"
"GO:0016412","MF"
"GO:0016413","MF"
"GO:0016414","MF"
"GO:0016415","MF"
"GO:0016416","MF"
"GO:0016417","MF"
"GO:0016418","MF"
"GO:0016419","MF"
"GO:0016420","MF"
"GO:0016421","MF"
"GO:0016422","MF"
"GO:0016423","MF"
"GO:0016426","MF"
"GO:0016427","MF"
"GO:0016428","MF"
"GO:0016429","MF"
"GO:0016430","MF"
"GO:0016432","MF"
"GO:0016433","MF"
"GO:0016434","MF"
"GO:0016435","MF"
"GO:0016436","MF"
"GO:0016437","MF"
"GO:0016438","MF"
"GO:0016441","BP"
"GO:0016442","CC"
"GO:0016443","MF"
"GO:0016444","BP"
"GO:0016445","BP"
"GO:0016446","BP"
"GO:0016447","BP"
"GO:0016453","MF"
"GO:0016454","MF"
"GO:0016456","CC"
"GO:0016457","BP"
"GO:0016458","BP"
"GO:0016459","CC"
"GO:0016460","CC"
"GO:0016461","CC"
"GO:0016462","MF"
"GO:0016463","MF"
"GO:0016464","MF"
"GO:0016465","CC"
"GO:0016469","CC"
"GO:0016471","CC"
"GO:0016472","CC"
"GO:0016473","CC"
"GO:0016474","CC"
"GO:0016475","BP"
"GO:0016476","BP"
"GO:0016477","BP"
"GO:0016479","BP"
"GO:0016480","BP"
"GO:0016482","BP"
"GO:0016483","MF"
"GO:0016485","BP"
"GO:0016486","BP"
"GO:0016487","BP"
"GO:0016488","BP"
"GO:0016490","MF"
"GO:0016491","MF"
"GO:0016492","MF"
"GO:0016493","MF"
"GO:0016494","MF"
"GO:0016495","MF"
"GO:0016496","MF"
"GO:0016497","MF"
"GO:0016498","MF"
"GO:0016499","MF"
"GO:0016500","MF"
"GO:0016501","MF"
"GO:0016502","MF"
"GO:0016503","MF"
"GO:0016504","MF"
"GO:0016505","MF"
"GO:0016507","CC"
"GO:0016508","MF"
"GO:0016509","MF"
"GO:0016513","CC"
"GO:0016514","CC"
"GO:0016515","MF"
"GO:0016516","CC"
"GO:0016517","MF"
"GO:0016518","MF"
"GO:0016519","MF"
"GO:0016520","MF"
"GO:0016521","MF"
"GO:0016524","MF"
"GO:0016525","BP"
"GO:0016528","CC"
"GO:0016529","CC"
"GO:0016530","MF"
"GO:0016531","MF"
"GO:0016532","MF"
"GO:0016533","CC"
"GO:0016538","MF"
"GO:0016539","BP"
"GO:0016540","BP"
"GO:0016543","BP"
"GO:0016544","BP"
"GO:0016545","BP"
"GO:0016546","BP"
"GO:0016553","BP"
"GO:0016554","BP"
"GO:0016555","BP"
"GO:0016556","BP"
"GO:0016557","BP"
"GO:0016558","BP"
"GO:0016559","BP"
"GO:0016560","BP"
"GO:0016561","BP"
"GO:0016562","BP"
"GO:0016567","BP"
"GO:0016569","BP"
"GO:0016570","BP"
"GO:0016571","BP"
"GO:0016572","BP"
"GO:0016573","BP"
"GO:0016574","BP"
"GO:0016575","BP"
"GO:0016576","BP"
"GO:0016577","BP"
"GO:0016578","BP"
"GO:0016579","BP"
"GO:0016580","CC"
"GO:0016581","CC"
"GO:0016584","BP"
"GO:0016586","CC"
"GO:0016587","CC"
"GO:0016589","CC"
"GO:0016590","CC"
"GO:0016591","CC"
"GO:0016592","CC"
"GO:0016593","CC"
"GO:0016594","MF"
"GO:0016595","MF"
"GO:0016596","MF"
"GO:0016597","MF"
"GO:0016598","BP"
"GO:0016600","CC"
"GO:0016601","BP"
"GO:0016602","CC"
"GO:0016603","MF"
"GO:0016604","CC"
"GO:0016605","CC"
"GO:0016606","CC"
"GO:0016607","CC"
"GO:0016608","MF"
"GO:0016610","CC"
"GO:0016611","CC"
"GO:0016612","CC"
"GO:0016613","CC"
"GO:0016614","MF"
"GO:0016615","MF"
"GO:0016616","MF"
"GO:0016617","MF"
"GO:0016618","MF"
"GO:0016620","MF"
"GO:0016621","MF"
"GO:0016622","MF"
"GO:0016623","MF"
"GO:0016624","MF"
"GO:0016625","MF"
"GO:0016627","MF"
"GO:0016628","MF"
"GO:0016629","MF"
"GO:0016630","MF"
"GO:0016631","MF"
"GO:0016632","MF"
"GO:0016633","MF"
"GO:0016634","MF"
"GO:0016635","MF"
"GO:0016636","MF"
"GO:0016638","MF"
"GO:0016639","MF"
"GO:0016640","MF"
"GO:0016641","MF"
"GO:0016642","MF"
"GO:0016643","MF"
"GO:0016645","MF"
"GO:0016646","MF"
"GO:0016647","MF"
"GO:0016648","MF"
"GO:0016649","MF"
"GO:0016651","MF"
"GO:0016652","MF"
"GO:0016653","MF"
"GO:0016655","MF"
"GO:0016656","MF"
"GO:0016657","MF"
"GO:0016661","MF"
"GO:0016662","MF"
"GO:0016663","MF"
"GO:0016664","MF"
"GO:0016667","MF"
"GO:0016668","MF"
"GO:0016669","MF"
"GO:0016670","MF"
"GO:0016671","MF"
"GO:0016672","MF"
"GO:0016673","MF"
"GO:0016675","MF"
"GO:0016676","MF"
"GO:0016677","MF"
"GO:0016679","MF"
"GO:0016680","MF"
"GO:0016682","MF"
"GO:0016684","MF"
"GO:0016688","MF"
"GO:0016689","MF"
"GO:0016690","MF"
"GO:0016691","MF"
"GO:0016692","MF"
"GO:0016695","MF"
"GO:0016696","MF"
"GO:0016697","MF"
"GO:0016699","MF"
"GO:0016701","MF"
"GO:0016702","MF"
"GO:0016703","MF"
"GO:0016705","MF"
"GO:0016706","MF"
"GO:0016707","MF"
"GO:0016708","MF"
"GO:0016709","MF"
"GO:0016710","MF"
"GO:0016711","MF"
"GO:0016712","MF"
"GO:0016713","MF"
"GO:0016714","MF"
"GO:0016715","MF"
"GO:0016716","MF"
"GO:0016717","MF"
"GO:0016719","MF"
"GO:0016720","MF"
"GO:0016721","MF"
"GO:0016722","MF"
"GO:0016723","MF"
"GO:0016724","MF"
"GO:0016725","MF"
"GO:0016726","MF"
"GO:0016727","MF"
"GO:0016728","MF"
"GO:0016730","MF"
"GO:0016731","MF"
"GO:0016732","MF"
"GO:0016737","MF"
"GO:0016738","MF"
"GO:0016740","MF"
"GO:0016741","MF"
"GO:0016742","MF"
"GO:0016743","MF"
"GO:0016744","MF"
"GO:0016746","MF"
"GO:0016747","MF"
"GO:0016748","MF"
"GO:0016749","MF"
"GO:0016750","MF"
"GO:0016751","MF"
"GO:0016752","MF"
"GO:0016753","MF"
"GO:0016754","MF"
"GO:0016755","MF"
"GO:0016756","MF"
"GO:0016757","MF"
"GO:0016758","MF"
"GO:0016759","MF"
"GO:0016760","MF"
"GO:0016761","MF"
"GO:0016762","MF"
"GO:0016763","MF"
"GO:0016765","MF"
"GO:0016767","MF"
"GO:0016768","MF"
"GO:0016769","MF"
"GO:0016770","MF"
"GO:0016772","MF"
"GO:0016773","MF"
"GO:0016774","MF"
"GO:0016775","MF"
"GO:0016776","MF"
"GO:0016778","MF"
"GO:0016779","MF"
"GO:0016780","MF"
"GO:0016781","MF"
"GO:0016782","MF"
"GO:0016783","MF"
"GO:0016784","MF"
"GO:0016785","MF"
"GO:0016787","MF"
"GO:0016788","MF"
"GO:0016790","MF"
"GO:0016791","MF"
"GO:0016793","MF"
"GO:0016794","MF"
"GO:0016795","MF"
"GO:0016796","MF"
"GO:0016797","MF"
"GO:0016798","MF"
"GO:0016799","MF"
"GO:0016801","MF"
"GO:0016802","MF"
"GO:0016803","MF"
"GO:0016805","MF"
"GO:0016807","MF"
"GO:0016810","MF"
"GO:0016811","MF"
"GO:0016812","MF"
"GO:0016813","MF"
"GO:0016814","MF"
"GO:0016815","MF"
"GO:0016817","MF"
"GO:0016818","MF"
"GO:0016819","MF"
"GO:0016822","MF"
"GO:0016823","MF"
"GO:0016824","MF"
"GO:0016825","MF"
"GO:0016826","MF"
"GO:0016827","MF"
"GO:0016828","MF"
"GO:0016829","MF"
"GO:0016830","MF"
"GO:0016831","MF"
"GO:0016832","MF"
"GO:0016833","MF"
"GO:0016835","MF"
"GO:0016836","MF"
"GO:0016837","MF"
"GO:0016838","MF"
"GO:0016840","MF"
"GO:0016841","MF"
"GO:0016842","MF"
"GO:0016843","MF"
"GO:0016844","MF"
"GO:0016846","MF"
"GO:0016847","MF"
"GO:0016848","MF"
"GO:0016849","MF"
"GO:0016851","MF"
"GO:0016852","MF"
"GO:0016853","MF"
"GO:0016854","MF"
"GO:0016855","MF"
"GO:0016856","MF"
"GO:0016857","MF"
"GO:0016859","MF"
"GO:0016860","MF"
"GO:0016861","MF"
"GO:0016862","MF"
"GO:0016863","MF"
"GO:0016864","MF"
"GO:0016866","MF"
"GO:0016867","MF"
"GO:0016868","MF"
"GO:0016869","MF"
"GO:0016871","MF"
"GO:0016872","MF"
"GO:0016874","MF"
"GO:0016875","MF"
"GO:0016877","MF"
"GO:0016878","MF"
"GO:0016879","MF"
"GO:0016880","MF"
"GO:0016881","MF"
"GO:0016882","MF"
"GO:0016884","MF"
"GO:0016885","MF"
"GO:0016886","MF"
"GO:0016887","MF"
"GO:0016888","MF"
"GO:0016889","MF"
"GO:0016890","MF"
"GO:0016891","MF"
"GO:0016892","MF"
"GO:0016893","MF"
"GO:0016894","MF"
"GO:0016895","MF"
"GO:0016896","MF"
"GO:0016897","MF"
"GO:0016898","MF"
"GO:0016899","MF"
"GO:0016900","MF"
"GO:0016901","MF"
"GO:0016903","MF"
"GO:0016905","MF"
"GO:0016906","MF"
"GO:0016907","MF"
"GO:0016913","MF"
"GO:0016914","CC"
"GO:0016917","MF"
"GO:0016918","MF"
"GO:0016920","MF"
"GO:0016922","MF"
"GO:0016925","BP"
"GO:0016926","BP"
"GO:0016929","MF"
"GO:0016933","MF"
"GO:0016934","MF"
"GO:0016935","CC"
"GO:0016936","MF"
"GO:0016937","MF"
"GO:0016938","CC"
"GO:0016939","CC"
"GO:0016941","MF"
"GO:0016942","CC"
"GO:0016964","MF"
"GO:0016966","MF"
"GO:0016971","MF"
"GO:0016972","MF"
"GO:0016973","BP"
"GO:0016977","MF"
"GO:0016979","MF"
"GO:0016980","MF"
"GO:0016984","MF"
"GO:0016985","MF"
"GO:0016987","MF"
"GO:0016989","MF"
"GO:0016990","MF"
"GO:0016992","MF"
"GO:0016993","MF"
"GO:0016994","MF"
"GO:0016995","MF"
"GO:0016996","MF"
"GO:0016997","MF"
"GO:0016998","BP"
"GO:0016999","BP"
"GO:0017000","BP"
"GO:0017001","BP"
"GO:0017002","MF"
"GO:0017003","BP"
"GO:0017004","BP"
"GO:0017005","MF"
"GO:0017006","BP"
"GO:0017007","BP"
"GO:0017008","BP"
"GO:0017009","BP"
"GO:0017010","BP"
"GO:0017011","BP"
"GO:0017012","BP"
"GO:0017013","BP"
"GO:0017014","BP"
"GO:0017015","BP"
"GO:0017017","MF"
"GO:0017018","MF"
"GO:0017020","MF"
"GO:0017022","MF"
"GO:0017023","CC"
"GO:0017024","MF"
"GO:0017025","MF"
"GO:0017032","MF"
"GO:0017038","BP"
"GO:0017040","MF"
"GO:0017041","MF"
"GO:0017042","MF"
"GO:0017044","MF"
"GO:0017045","MF"
"GO:0017046","MF"
"GO:0017050","MF"
"GO:0017051","MF"
"GO:0017053","CC"
"GO:0017054","CC"
"GO:0017055","BP"
"GO:0017056","MF"
"GO:0017057","MF"
"GO:0017058","MF"
"GO:0017059","CC"
"GO:0017060","MF"
"GO:0017061","MF"
"GO:0017062","BP"
"GO:0017064","MF"
"GO:0017065","MF"
"GO:0017067","MF"
"GO:0017069","MF"
"GO:0017070","MF"
"GO:0017071","CC"
"GO:0017075","MF"
"GO:0017076","MF"
"GO:0017077","MF"
"GO:0017080","MF"
"GO:0017081","MF"
"GO:0017083","MF"
"GO:0017084","MF"
"GO:0017085","BP"
"GO:0017086","CC"
"GO:0017087","CC"
"GO:0017089","MF"
"GO:0017090","CC"
"GO:0017095","MF"
"GO:0017096","MF"
"GO:0017098","MF"
"GO:0017099","MF"
"GO:0017101","CC"
"GO:0017102","CC"
"GO:0017103","MF"
"GO:0017105","MF"
"GO:0017108","MF"
"GO:0017109","CC"
"GO:0017110","MF"
"GO:0017111","MF"
"GO:0017113","MF"
"GO:0017116","MF"
"GO:0017117","CC"
"GO:0017118","MF"
"GO:0017119","CC"
"GO:0017121","BP"
"GO:0017122","CC"
"GO:0017124","MF"
"GO:0017125","MF"
"GO:0017126","BP"
"GO:0017128","MF"
"GO:0017129","MF"
"GO:0017130","MF"
"GO:0017131","MF"
"GO:0017133","CC"
"GO:0017134","MF"
"GO:0017136","MF"
"GO:0017143","BP"
"GO:0017144","BP"
"GO:0017145","BP"
"GO:0017146","CC"
"GO:0017147","MF"
"GO:0017148","BP"
"GO:0017150","MF"
"GO:0017151","MF"
"GO:0017153","MF"
"GO:0017154","MF"
"GO:0017156","BP"
"GO:0017157","BP"
"GO:0017158","BP"
"GO:0017159","MF"
"GO:0017161","MF"
"GO:0017162","MF"
"GO:0017166","MF"
"GO:0017168","MF"
"GO:0017169","MF"
"GO:0017171","MF"
"GO:0017172","MF"
"GO:0017174","MF"
"GO:0017176","MF"
"GO:0017177","CC"
"GO:0017178","MF"
"GO:0017179","BP"
"GO:0017180","BP"
"GO:0017181","BP"
"GO:0017182","BP"
"GO:0017183","BP"
"GO:0017184","BP"
"GO:0017185","BP"
"GO:0017186","BP"
"GO:0017187","BP"
"GO:0017188","MF"
"GO:0017189","BP"
"GO:0017190","BP"
"GO:0017192","BP"
"GO:0017193","BP"
"GO:0017194","BP"
"GO:0017195","BP"
"GO:0017196","BP"
"GO:0017197","BP"
"GO:0017198","BP"
"GO:0017199","BP"
"GO:0018000","BP"
"GO:0018001","BP"
"GO:0018002","BP"
"GO:0018003","BP"
"GO:0018004","BP"
"GO:0018005","BP"
"GO:0018006","BP"
"GO:0018007","BP"
"GO:0018008","BP"
"GO:0018009","BP"
"GO:0018010","MF"
"GO:0018011","BP"
"GO:0018012","BP"
"GO:0018013","BP"
"GO:0018014","BP"
"GO:0018015","BP"
"GO:0018016","BP"
"GO:0018019","BP"
"GO:0018020","BP"
"GO:0018021","BP"
"GO:0018022","BP"
"GO:0018023","BP"
"GO:0018024","MF"
"GO:0018025","MF"
"GO:0018026","BP"
"GO:0018027","BP"
"GO:0018028","BP"
"GO:0018029","BP"
"GO:0018030","MF"
"GO:0018031","MF"
"GO:0018032","BP"
"GO:0018033","BP"
"GO:0018034","BP"
"GO:0018035","BP"
"GO:0018036","BP"
"GO:0018037","BP"
"GO:0018038","BP"
"GO:0018039","BP"
"GO:0018040","BP"
"GO:0018041","BP"
"GO:0018042","BP"
"GO:0018043","BP"
"GO:0018044","BP"
"GO:0018045","BP"
"GO:0018046","BP"
"GO:0018047","BP"
"GO:0018048","BP"
"GO:0018049","BP"
"GO:0018050","BP"
"GO:0018051","BP"
"GO:0018052","BP"
"GO:0018053","BP"
"GO:0018054","BP"
"GO:0018057","BP"
"GO:0018058","BP"
"GO:0018059","BP"
"GO:0018060","BP"
"GO:0018061","BP"
"GO:0018062","BP"
"GO:0018063","BP"
"GO:0018064","MF"
"GO:0018067","BP"
"GO:0018068","BP"
"GO:0018069","BP"
"GO:0018070","BP"
"GO:0018071","MF"
"GO:0018072","BP"
"GO:0018073","BP"
"GO:0018074","BP"
"GO:0018075","BP"
"GO:0018076","BP"
"GO:0018077","BP"
"GO:0018078","BP"
"GO:0018079","BP"
"GO:0018080","BP"
"GO:0018081","BP"
"GO:0018082","BP"
"GO:0018083","BP"
"GO:0018084","BP"
"GO:0018085","BP"
"GO:0018091","BP"
"GO:0018094","BP"
"GO:0018095","BP"
"GO:0018096","BP"
"GO:0018097","BP"
"GO:0018101","BP"
"GO:0018102","BP"
"GO:0018103","BP"
"GO:0018104","BP"
"GO:0018105","BP"
"GO:0018106","BP"
"GO:0018107","BP"
"GO:0018108","BP"
"GO:0018109","BP"
"GO:0018110","MF"
"GO:0018111","MF"
"GO:0018112","MF"
"GO:0018113","MF"
"GO:0018114","MF"
"GO:0018115","BP"
"GO:0018116","BP"
"GO:0018117","BP"
"GO:0018118","BP"
"GO:0018119","BP"
"GO:0018120","BP"
"GO:0018121","MF"
"GO:0018122","BP"
"GO:0018123","BP"
"GO:0018124","BP"
"GO:0018125","BP"
"GO:0018126","BP"
"GO:0018127","MF"
"GO:0018129","MF"
"GO:0018130","BP"
"GO:0018131","BP"
"GO:0018132","BP"
"GO:0018133","BP"
"GO:0018134","BP"
"GO:0018136","MF"
"GO:0018137","BP"
"GO:0018138","BP"
"GO:0018139","BP"
"GO:0018140","BP"
"GO:0018141","BP"
"GO:0018142","BP"
"GO:0018143","BP"
"GO:0018144","BP"
"GO:0018145","BP"
"GO:0018146","BP"
"GO:0018147","BP"
"GO:0018148","BP"
"GO:0018149","BP"
"GO:0018150","BP"
"GO:0018151","BP"
"GO:0018152","BP"
"GO:0018153","BP"
"GO:0018154","BP"
"GO:0018155","BP"
"GO:0018156","BP"
"GO:0018157","BP"
"GO:0018158","BP"
"GO:0018159","BP"
"GO:0018160","BP"
"GO:0018161","BP"
"GO:0018162","BP"
"GO:0018163","BP"
"GO:0018164","BP"
"GO:0018165","BP"
"GO:0018166","BP"
"GO:0018167","BP"
"GO:0018168","BP"
"GO:0018169","MF"
"GO:0018170","BP"
"GO:0018171","BP"
"GO:0018172","BP"
"GO:0018173","BP"
"GO:0018174","BP"
"GO:0018175","BP"
"GO:0018177","BP"
"GO:0018178","BP"
"GO:0018180","BP"
"GO:0018181","BP"
"GO:0018182","BP"
"GO:0018184","BP"
"GO:0018185","BP"
"GO:0018186","BP"
"GO:0018187","BP"
"GO:0018188","BP"
"GO:0018189","BP"
"GO:0018190","BP"
"GO:0018191","BP"
"GO:0018193","BP"
"GO:0018194","BP"
"GO:0018195","BP"
"GO:0018196","BP"
"GO:0018197","BP"
"GO:0018198","BP"
"GO:0018199","BP"
"GO:0018200","BP"
"GO:0018201","BP"
"GO:0018202","BP"
"GO:0018203","BP"
"GO:0018204","BP"
"GO:0018205","BP"
"GO:0018206","BP"
"GO:0018207","BP"
"GO:0018208","BP"
"GO:0018209","BP"
"GO:0018210","BP"
"GO:0018211","BP"
"GO:0018212","BP"
"GO:0018213","BP"
"GO:0018214","BP"
