"","CoD1","CoD2","CoD3","CoN1","CoN2","CoN3","FeD1","FeD2","FeD3","FeN1","FeN2","FeN3","PhD1","PhD2","PhD3","PhN1","PhN2","PhN3","ReD1","ReD2","ReD3","ReN1","ReN2","ReN3"
"3473",7.35977136725112,7.88973035096437,7.44378245745434,8.0391108806719,8.16688469385534,7.93746850058209,6.96181102566718,8.04652961522372,7.52432946534566,8.07869431140726,8.42740045122123,8.12792062307726,7.65805904155758,7.87673693882131,7.6731884481443,7.4679070933758,7.23528698014085,7.06076493046049,7.50922623410007,8.47599511810966,7.86542035853507,7.58219412667587,7.53928247446982,7.56347474764524
"3474",7.58223806215531,8.16108760396999,7.55448802570935,8.43878737650172,8.4037813817374,8.12846577162998,7.25218852772669,8.88259128977529,7.9391965464943,8.42294302702607,8.16643707126521,8.83946786628045,8.58807218206689,7.95505448152257,7.94358812353028,7.67129083353027,7.65401594235215,7.67309445645617,8.62950582594448,9.21562632040698,8.67884361446295,7.58219412667587,7.55798788235023,8.2717729326519
"3475",9.75486783135268,9.90831952064195,9.70063824119714,10.0262472719842,10.3718620006569,10.2290569137308,9.42272378150038,8.80242963354713,9.46859983510608,9.64412296043571,9.19362042333245,9.60095880610316,9.29174469255473,9.0451496620818,9.05893460469358,9.00120112418818,9.46433835591734,9.18937745245656,8.28479359096948,8.64893001389095,8.95203219092218,8.92433748053924,9.11385168783758,9.2482970753161
"3476",9.9166635201183,10.5386038904645,10.4148375980372,7.88229342745671,7.96229697858769,8.2173964070759,9.84311359255559,10.2191089237736,10.0555683623923,7.66148891886153,7.6002860484443,7.22414277924729,10.2939158330178,10.7163114807489,10.6384162700633,8.30998455187152,8.71385123840383,8.52593818378725,9.92674806905341,10.3700078664572,10.1460442792298,8.02752803178767,8.17559252603874,8.33066664477429
"3477",11.1323532436573,11.4886685705428,11.2178830081804,10.7410065873483,10.7208480178844,10.7014878968578,11.8883619627541,11.6274820195892,11.9828841226121,11.0945488851554,11.2917363103856,11.2992914094025,11.2440979942204,11.1321816873627,11.112924495605,10.3072140307286,10.9111410436907,10.7610926093287,11.970861578964,11.7655006343336,11.5909970781616,10.4012553534817,10.8839773220407,10.8155977716932
"3478",8.99012511040267,9.13073966593139,8.89080429893548,7.97324174560549,7.9895166817766,8.22599490850513,9.20281403478261,9.73320188895593,9.37184553532239,8.34538645491764,8.24734702746782,8.28146063841952,8.53735175580853,8.1734546052418,8.32904755226149,8.11805101639332,8.20286640795123,8.22339547801681,8.80264007233501,9.11198131419479,8.83094848901436,8.35467212973029,8.10744221697792,8.20553610297759
"3479",5.33175516590256,6.35091035999253,5.93339204090796,5.86880651776827,5.47160833072682,5.78279344989668,3.81486369953865,5.89986972979853,5.12362336602238,5.75886904073254,5.80017878359496,5.89004486412047,5.51216467004417,5.40845482124273,5.84266679505097,5.26154475814531,5.07239982793017,4.94142393981273,5.43659912514275,6.01385632389711,5.42304212006488,5.32357904645633,5.47782068968563,5.3815255368552
"3480",13.7970594688003,13.3100442450682,13.1890060328139,15.769669139453,15.859310862069,15.9507159367455,13.4461819068962,13.0991402418732,13.3764089623437,15.8099261877818,15.71168670903,15.8167897707125,12.8840427702532,12.5018512014557,12.4246790965418,14.4658414048729,13.970476389641,13.7068903532041,13.2828064617406,12.857283920967,13.1015270899851,14.7472152247979,15.5079986352582,15.5963015178351
"3481",6.94413199438757,7.11818338755858,7.14654399295931,8.61519791684184,8.65893969981174,8.85507777860384,7.18491392814973,6.84043050222426,6.79096629439653,8.52807971623825,8.87838080529394,8.47125767659433,8.03984343137626,7.94789048273049,8.39207051052079,9.30726080950307,9.0079054610901,9.30103306462742,7.67303526318169,7.24413193228971,7.32641142100768,8.62895151432441,9.382366558307,8.90514904631436
"3482",9.6766900763935,8.76961387229159,9.17084645396785,9.07722073092954,9.24195861756412,8.92800980999888,9.31695599602477,8.80242963354713,9.24403457580006,8.93630037153824,8.91906740274615,8.80370694447084,8.69374789797423,7.86917152289464,8.18393591886145,8.36681734727239,8.40977084820316,8.38259018052482,9.03331879828586,8.8500973164258,8.94371255062678,9.114703089664,8.71453900303281,9.03065040816126
"3483",10.1515463973823,11.009084007053,10.9216580702933,10.1978893785102,10.4889394556905,10.2877002140189,10.0316279549041,10.9716083812871,10.44542100433,9.3782354595178,9.65660430141104,9.33897385510033,11.4472630618489,11.4427744910947,11.8145206894854,12.0944372943247,12.0488930710448,12.2000741239874,11.4594149164204,10.9686011163168,10.6528525028199,11.7469873665897,11.0965335356501,10.6006181236498
"3484",5.05183944894814,5.94024085983086,5.16536795006235,5.70083493921137,5.53353446427259,5.00800468020157,3.81486369953865,5.34941432144265,4.79083667256408,5.07180253776358,5.80017878359496,5.39710227625804,6.27276710144251,6.11984148450482,7.05228792696147,5.04665443941944,5.35398320442388,5.85829680947158,3.80109035804185,5.75130438884167,5.37291832531717,4.55190702974232,5.18723870512067,4.97225556050179
"3485",6.50931453665827,7.4597226305136,6.52668375700823,6.92057479606497,6.63091139270755,6.47880933149547,6.37283216052317,7.78333194827598,6.97850947698108,6.9007997989076,6.97250988217859,6.7833368425406,7.76340623637871,8.22176360701356,7.8758792446149,6.73809811741456,6.55451317865123,6.57706237918158,6.88369189346694,8.02920503517809,7.3391761663019,5.7135925775642,6.69185396362339,6.12714603124046
"3486",9.58121358807183,9.29837332892546,9.62384081027294,9.30630424150168,9.3104328252552,9.32199169129353,10.0268439175832,9.88065140509026,9.41565055291306,9.27747245040851,9.03466220800331,9.07668591944526,9.65257143885771,9.68271724319332,9.71586295902516,9.56689919561007,9.34797876580432,9.46313533574514,10.2069862850126,9.68676136724059,9.66668519700857,10.190082501201,9.56545436641704,9.46996219790845
"3487",12.0739232868744,11.1536326335519,11.7003258783302,11.2934916062192,11.206185791136,11.3475596940793,11.9901739965245,11.1791480654834,11.4617919042029,10.4207441094587,10.5712171063687,10.1085060849689,11.7370948011704,10.8797663688778,11.1429949801689,12.1173800232774,12.2873578380196,12.2829015911681,11.7104146347051,11.1224252120616,11.2957734659581,12.1481909586356,11.3844181916055,11.3251037401589
